Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux)
20240717160004,-0.024559543,1004.3481,41.30366,42.41488,13980.597
20240717161004,-0.024559543,1004.36676,40.94034,43.833027,11365.026
20240717162004,-0.024559543,1004.3907,40.692616,44.11913,10240.928
20240717163004,-0.024559543,1004.4169,40.502262,44.459656,9747.232
20240717164004,-0.025700811,1004.2938,39.612225,50.571262,7113.073
20240717165004,-0.025700811,1004.29877,39.192337,51.88316,6348.1177
20240719090004,-0.012412361,1004.4936,48.792824,25.455658,81650.09
20240719091004,-0.012412361,1004.4691,49.270924,24.525867,86535.78
20240719092004,-0.012412361,1004.4374,49.78872,23.71617,90234.086
20240719093004,-0.012412361,1004.3975,50.02256,23.383692,92999.35
20240719094004,-0.014462617,1004.3484,51.209038,21.017515,99746.71
20240719095004,-0.014462617,1004.2933,51.24826,20.947227,103982.19
20240719100004,-0.011452285,1004.2759,51.556007,21.018526,109558.16
20240719101004,-0.011452285,1004.22595,51.770706,20.734625,110739.45
20240719102004,-0.011452285,1004.1599,51.96877,20.355114,111285.766
20240719103004,-0.011452285,1004.0861,51.972908,20.476011,113639.56
20240719104004,-0.005506347,1004.0083,51.846245,20.736156,116460.875
20240719105004,-0.005506347,1003.9405,51.779694,20.829782,116765.03
20240719110004,-0.0035941273,1003.8785,51.97917,20.433996,117934.766
20240719111004,-0.0035941273,1003.812,51.89765,20.70171,118899.19
20240719112004,-0.0035941273,1003.7476,51.739857,20.974966,116386.94
20240719113004,-0.0035941273,1003.6647,51.4622,21.315239,115258.89
20240719114004,-0.0037759522,1003.5349,51.84719,20.57115,115893.21
20240719115004,-0.0037759522,1003.4679,51.80893,20.584406,113674.06
20240719120004,-0.0027145578,1003.30975,51.909603,20.074778,106843.125
20240719121004,-0.0027145578,1003.23737,51.778152,20.252754,102341.88
20240719122004,-0.0027145578,1003.156,51.705788,20.364,96163.89
20240719123004,-0.0027145578,1003.07587,51.735435,20.671946,90630.586
20240719124004,-0.0012600248,1002.84454,52.12762,19.918177,79010.98
20240719125004,-0.0012600248,1002.77814,52.046364,19.883877,73644.12
20240719130004,-0.0012600248,1002.702,52.19462,19.669655,60265.11
20240719131004,-0.0012600248,1002.6442,52.02009,20.061453,53800.64
20240719132004,-0.0012600248,1002.5776,51.926414,20.052067,45480.086
20240719133004,-0.0012600248,1002.50635,51.901745,20.32791,39199.43
20240719134004,-0.003697734,1002.4054,50.914825,21.189573,33340.598
20240719135004,-0.003697734,1002.35114,50.83295,21.480072,27027.654
20240719140004,-0.005734558,1002.34393,51.047794,20.501837,25218.783
20240719141004,-0.005734558,1002.3018,50.961395,21.010273,23255.756
20240719142004,-0.005734558,1002.25323,50.65363,21.719852,25333.05
20240719143004,-0.005734558,1002.1991,50.178867,22.899057,21950.324
20240719144004,-0.01000224,1002.15393,51.191628,20.19589,23967.236
20240719145004,-0.01000224,1002.12537,50.952095,20.95076,19238.305
20240719150004,-0.010495548,1002.12775,48.727165,24.459509,22058.615
20240719151004,-0.010495548,1002.11816,48.229813,25.504734,15790.761
20240719152004,-0.010495548,1002.09143,47.972137,26.453854,17075.307
20240719153004,-0.010495548,1002.0602,47.774857,27.415974,13653.092
20240719154004,-0.011345748,1002.22766,44.781673,32.44292,10056.467
20240719155004,-0.011345748,1002.22156,44.529297,33.09155,8392.467
20240719160004,-0.015163371,1002.2488,42.924706,36.260735,9860.973
20240719161004,-0.015163371,1002.26794,42.53904,38.014355,9229.605
20240719162004,-0.015163371,1002.29224,42.247593,39.402172,8628.377
20240719163004,-0.015163371,1002.30945,42.127377,39.464764,8329.063
20240719164004,-0.0036485267,1002.60504,45.071636,34.872917,8607.017
20240719165004,-0.0036485267,1002.612,44.715252,36.019463,7318.0664
20240424090005,0.32412654,1006.15967,24.238146,91.2528,5761.002
20240424091005,0.32412654,1005.8451,24.241594,91.24587,5957.406
20240424092005,0.32412654,1006.24316,24.301455,90.87856,6183.382
20240424093005,0.32412654,1006.32025,24.37445,90.654526,6870.3994
20240424094005,0.5981098,1006.31384,24.384974,92.58157,13418.407
20240424095005,0.5981098,1006.30334,24.44992,92.42663,14177.786
20240424100005,0.59972936,1006.32715,24.544916,92.5189,15135.776
20240424101005,0.59972936,1006.2981,24.605503,92.21433,15371.75
20240424102005,0.59972936,1006.2733,24.652145,91.82704,14745.266
20240424103005,0.59972936,1006.23944,24.715218,91.727036,14896.171
20240424104005,0.6661818,1006.30023,25.088232,91.78991,14088.003
20240424105005,0.6661818,1006.2703,25.09446,91.82927,13237.336
20240424110005,0.6456519,1006.3486,24.97071,91.7432,8912.248
20240424111005,0.6456519,1006.2849,24.952164,91.87194,8666.244
20240424112005,0.6456519,1006.21716,24.933954,91.68482,9076.723
20240424113005,0.6456519,1006.17,24.902418,91.74664,9659.505
20240424114005,1.7335768,1006.4332,23.316254,92.24483,5971.2744
20240424115005,1.7335768,1006.41583,23.28433,92.259796,5490.7026
20240424120005,1.7298206,1006.39136,23.185522,92.282074,5173.6064
20240424121005,1.7298206,1006.30664,23.1259,92.35168,5659.392
20240424122005,1.7298206,1006.3129,23.126904,92.47614,6031.233
20240424123005,1.7348381,1006.28064,23.05833,92.528915,6006.44
20240424124005,2.138025,1006.2548,22.698215,91.673325,6193.175
20240424125005,2.138025,1006.2401,22.649654,91.75294,5930.739
20240424130005,2.1352007,1006.25836,22.586071,91.72036,5986.2236
20240424131005,2.1352007,1006.19775,22.5105,91.873245,5997.3135
20240424132005,2.1352007,1006.19714,22.461485,91.99432,6096.7915
20240424133005,2.1354158,1006.1756,22.396576,92.12293,5777.337
20240424134005,1.1395296,1006.227,22.51852,91.92791,7096.5356
20240424135005,1.1395296,1006.22003,22.475794,92.030266,6678.147
20240424140005,1.1260632,1006.2069,22.344769,92.345634,6767.526
20240424141005,1.1260632,1006.0569,22.26568,92.52406,7183.368
20240424142005,1.1260632,1006.18665,22.295319,92.39892,8688.839
20240424143005,1.1260632,1006.19135,22.26092,92.48671,8404.138
20240424144005,0.70625937,1005.7925,23.28321,91.15168,12970.519
20240424145005,0.70625937,1005.7925,23.232113,91.28357,12167.246
20240424150005,0.7038895,1005.8689,23.02158,91.68021,6318.6753
20240424151005,0.7038895,1005.79895,22.889215,91.90556,6551.3843
20240424152005,0.7038895,1005.8096,22.83411,92.11321,7516.295
20240424153005,0.7038895,1005.80585,22.76763,92.2185,8674.126
20240424154005,1.2403922,1005.45044,22.613136,90.346275,8135.758
20240424155005,1.2403922,1005.45984,22.554007,90.53351,7742.062
20240424160005,1.2206442,1005.51587,22.262531,91.2152,4100.8335
20240424161005,1.2206442,1005.5167,22.047121,91.55181,3835.9119
20240424162005,1.2206442,1005.61597,21.8708,91.77408,3704.3618
20240424163005,1.2206442,1005.64685,21.78454,91.76825,3438.8298
20240424164005,0.89980865,1005.92053,21.847878,91.62108,3058.3726
20240424165005,0.89980865,1005.93353,21.760344,91.741486,2745.5874
20240426090005,0.40365255,1002.28375,34.907494,44.985424,30732.473
20240426091005,0.40365255,1002.26624,35.03198,45.635403,30223.63
20240426092005,0.40365255,1002.2483,34.875145,47.25434,31032.432
20240426093005,0.40365255,1002.2431,34.776848,47.835865,31931.363
20240426094005,1.0112096,1002.02374,34.80436,43.63928,47165.72
20240426095005,1.0112096,1001.9899,34.894577,43.052437,56936.57
20240426100005,1.0145547,1001.9042,35.088097,41.820866,43951.184
20240426101005,1.0145547,1001.87744,35.164577,41.50137,41859.07
20240426102005,1.0145547,1001.8463,35.430748,41.808956,41797.78
20240426103005,1.0145547,1001.80585,35.17486,41.68566,40514.84
20240426104005,0.5374794,1001.9468,33.829334,45.29042,31202.934
20240426105005,0.5374794,1001.9043,34.00597,44.565174,30285.244
20240426110005,0.5406915,1001.82654,33.27664,47.83868,24341.953
20240426111005,0.5406915,1001.776,33.197636,47.997887,21416.346
20240426112005,0.5406915,1001.7232,33.217476,48.898746,18574.248
20240426113005,0.5406915,1001.6815,33.379776,49.549324,20808.613
20240426114005,0.44310966,1001.6125,29.278902,63.51893,18706.71
20240426115005,0.44310966,1001.57587,29.306082,63.83948,18147.98
20240426120005,0.4480659,1001.5494,28.400055,72.18157,18637.068
20240426121005,0.4480659,1001.503,28.446198,71.36215,18994.842
20240426122005,0.4480659,1001.4557,28.426947,70.65863,18697.176
20240426123005,0.4480659,1001.4246,28.463758,69.81325,18638.03
20240426124005,0.457184,1001.09125,28.263056,69.5972,19125.934
20240426125005,0.457184,1001.1456,28.22533,70.03037,18319.088
20240426130005,0.46479887,1001.0525,27.736977,71.31727,19345.45
20240426131005,0.46479887,1001.0069,27.722198,71.84287,19239.098
20240426132005,0.46479887,1000.96716,27.648062,71.91106,19446.676
20240426133005,0.46479887,1000.8503,27.596834,72.01442,20686.209
20240426134005,0.45995402,1001.24365,27.619928,71.13113,15567.1045
20240426135005,0.45995402,1001.2105,27.766455,71.13279,14264.268
20240426140005,0.45444983,1001.2596,27.379753,72.216286,11907.975
20240426141005,0.45444983,1001.22955,27.304718,72.92168,12280.285
20240426142005,0.45444983,1001.18274,27.356682,73.28392,11161.109
20240426143005,0.45444983,1001.151,27.421242,73.28596,12226.348
20240426144005,0.5855047,1000.2055,26.377426,78.19216,14495.349
20240426145005,0.5855047,1000.1944,26.487242,78.209045,16216.093
20240426150005,0.587755,1000.0178,26.542723,77.48323,12926.807
20240426151005,0.587755,999.96625,26.711403,77.706856,12999.582
20240426152005,0.587755,999.95105,26.690302,77.67402,11477.608
20240426153005,0.587755,999.9542,26.795303,77.44628,9635.946
20240426154005,1.070382,999.7726,26.498655,77.491135,9539.026
20240426155005,1.070382,999.7735,26.46047,77.838615,9602.538
20240426160005,1.0588851,999.7033,26.299105,78.43236,9854.849
20240426161005,1.0588851,999.7002,26.340591,78.4426,8659.603
20240426162005,1.0588851,999.7524,26.242525,78.6183,8452.253
20240426163005,1.0588851,999.7818,26.264254,78.62655,8008.098
20240426164005,1.014853,999.5159,27.19923,76.068054,8794.934
20240426165005,1.014853,999.5237,27.032059,76.54881,8607.973
20240428090005,1.9554114,1006.60846,32.023697,56.424706,33675.22
20240428091005,1.9554114,1006.5754,32.97384,54.32048,37544.1
20240428092005,1.9554114,1006.5734,33.71662,50.913857,29341.91
20240428093005,1.9554114,1006.5709,33.813156,49.58318,26141.725
20240428094005,1.2617494,1006.6453,30.52061,58.357,13558.894
20240428095005,1.2617494,1006.6232,30.94701,57.359646,16932.31
20240428100005,1.097044,1006.5378,31.545242,56.47994,22289.547
20240428101005,1.097044,1006.4933,32.158897,55.32424,28500.098
20240428102005,1.097044,1006.4434,33.0221,52.384876,35747.01
20240428103005,1.097044,1006.39374,33.40653,50.388203,37862.125
20240428104005,1.1819143,1006.0848,42.29478,32.14643,71851.21
20240428105005,1.1819143,1006.0424,42.52354,30.83373,67514.38
20240428110005,1.1109406,1005.9387,43.59157,28.806599,86155.45
20240428111005,1.1109406,1005.8476,44.07866,27.497375,88671.164
20240428112005,1.1109406,1005.7814,44.413437,26.009504,81088.85
20240428113005,1.1109406,1005.7171,44.29362,25.80533,69066.87
20240428114005,0.7157436,1005.9736,41.799763,28.965363,42331.984
20240428115005,0.7157436,1005.90314,41.709282,29.096174,39647.28
20240428120005,0.6878846,1005.92865,40.78571,30.381824,45711.082
20240428121005,0.6878846,1005.81006,40.565327,30.875566,43500.695
20240428122005,0.6878846,1005.7231,40.170177,31.689835,41274.125
20240428123005,0.6878846,1005.6382,39.774044,32.33743,38784.43
20240428124005,1.673705,1005.418,35.755333,40.625107,32926.473
20240428125005,1.673705,1005.36804,35.62622,41.211903,31178.01
20240428130005,1.6578295,1005.35596,34.914783,45.128597,23577.22
20240428131005,1.6578295,1005.26733,34.618797,46.639053,23790.12
20240428132005,1.6578295,1005.207,34.3076,48.34928,23793.713
20240428133005,1.6578295,1005.17395,34.148277,49.352734,24509.803
20240428134005,0.92970145,1005.0651,32.402294,52.771393,18431.541
20240428135005,0.92970145,1005.05316,32.264874,53.11804,17786.982
20240428140005,0.8097715,1004.9696,32.09151,53.886574,18691.654
20240428141005,0.8097715,1004.91473,32.087307,54.364384,19422.959
20240428142005,0.8097715,1004.88385,32.133533,54.300507,19747.918
20240428143005,0.8097715,1004.89014,31.995474,54.25189,19419.297
20240428144005,0.3536527,1004.0849,36.562946,43.94073,37729.152
20240428145005,0.3536527,1004.06177,36.58428,43.118523,37492.062
20240428150005,0.33000103,1003.9441,37.72256,38.32564,47866.64
20240428151005,0.33000103,1003.91046,37.797966,37.583675,50649.297
20240428152005,0.33000103,1003.86053,38.016853,36.953094,45181.19
20240428153005,0.33000103,1003.8389,37.789715,37.365734,40289.086
20240428154005,0.38525632,1003.31024,37.792446,37.24315,30944.125
20240428155005,0.38525632,1003.2939,37.713245,37.866924,31554.889
20240428160005,0.3690741,1003.2738,37.130936,37.353752,32877.14
20240428161005,0.3690741,1003.2685,36.656933,38.614826,28015.256
20240428162005,0.3690741,1003.2551,35.3401,42.446705,21750.55
20240428163005,0.3690741,1003.2712,34.98459,44.802155,21078.783
20240428164005,0.3034626,1003.0392,33.310555,46.95403,13690.912
20240428165005,0.3034626,1003.0383,33.11761,47.890175,13390.28
20240504090005,0.81653494,1008.1538,47.010647,23.246122,53085.14
20240504091005,0.81653494,1008.1124,47.331566,22.649298,54557.574
20240504092005,0.81653494,1008.0822,47.922783,21.697151,57398.344
20240504093005,0.81653494,1008.03564,48.07262,21.322279,62288.523
20240504094005,1.274113,1007.732,47.726948,21.974354,76640.7
20240504095005,1.274113,1007.6866,47.724915,22.00967,75072.93
20240504100005,1.2737995,1007.50934,47.0313,22.22376,85565.17
20240504101005,1.2737995,1007.4221,47.12328,22.115316,84776.22
20240504102005,1.2737995,1007.3305,47.070026,22.165941,88187.234
20240504103005,1.2737995,1007.2279,46.923252,22.258905,86885.016
20240504104005,2.1466873,1006.916,43.24035,27.397678,64868.027
20240504105005,2.1466873,1006.8366,42.89966,27.879417,57132.105
20240504110005,2.1495845,1006.6044,42.072487,29.61937,70969.73
20240504111005,2.1495845,1006.5025,42.18828,29.023035,76554.26
20240504112005,2.1495845,1006.40576,42.12411,29.01349,71270.414
20240504113005,2.1495845,1006.30273,41.750183,29.63845,67904.55
20240504114005,1.8090311,1006.3514,42.63187,27.091125,86921.5
20240504115005,1.8090311,1006.2628,42.468475,27.497377,68817.37
20240504120005,1.8161335,1006.074,42.552353,28.71564,84387.26
20240504121005,1.8161335,1005.96265,42.262226,30.103344,89930.27
20240504122005,1.8161335,1005.8599,41.835052,31.493376,90241.984
20240504123005,1.8161335,1005.755,41.431206,32.17124,93867.484
20240504124005,2.1523914,1005.63544,39.228397,36.400517,59105.93
20240504125005,2.1523914,1005.5597,38.740128,37.768375,57447.215
20240504130005,2.1497822,1005.3634,37.19318,41.475708,43198.492
20240504131005,2.1497822,1005.2663,36.85564,42.71479,40202.777
20240504132005,2.1497822,1005.1537,36.534233,43.806107,48817.27
20240504133005,2.1497822,1005.0688,36.469437,43.72627,66267.42
20240504134005,1.5625072,1004.6925,40.41226,32.074482,70878.01
20240504135005,1.5625072,1004.62537,40.33432,32.791374,73644.37
20240504140005,1.5517728,1004.52075,41.20405,31.54432,85732.07
20240504141005,1.5517728,1004.44586,40.38043,33.74311,64439.42
20240504142005,1.5517728,1004.3787,39.512917,35.75119,61292.88
20240504143005,1.5517728,1004.31354,39.079075,37.476955,59798.12
20240504144005,1.0116489,1004.2891,38.313908,37.956707,67349.93
20240504145005,1.0116489,1004.25476,38.02857,39.059174,55663.41
20240504150005,0.99560916,1004.2393,36.30899,43.735832,26882.447
20240504151005,0.99560916,1004.2073,35.777817,46.34801,25351.066
20240504152005,0.99560916,1004.15924,34.877975,49.356133,22096.34
20240504153005,0.99560916,1004.11224,34.363144,51.36552,19491.7
20240504154005,0.5415849,1004.10846,31.845459,59.41525,8891.32
20240504155005,0.5415849,1004.11035,31.749971,60.208317,8375.432
20240504160005,0.54321843,1004.10693,30.129345,68.47913,7437.1045
20240504161005,0.54321843,1004.1047,30.032467,68.980965,7190.6035
20240504162005,0.54321843,1004.1017,29.98101,68.43454,6531.504
20240504163005,0.54321843,1004.1129,29.880703,69.437775,7435.9316
20240504164005,0.43041772,1004.1165,30.090038,70.03886,7230.915
20240504165005,0.43041772,1004.13916,29.969824,70.42782,7116.367
20240506090005,1.2837166,1006.3757,46.960197,23.139788,47102.7
20240506091005,1.2837166,1006.3316,46.841393,23.700113,50683.766
20240506092005,1.2837166,1006.30505,46.988052,23.786514,56152.31
20240506093005,1.2837166,1006.2832,46.73239,23.962786,60497.27
20240506094005,2.2938385,1006.611,45.46868,25.453691,73808.234
20240506095005,2.2938385,1006.5647,45.282425,25.705889,75063.41
20240506100005,2.2786157,1006.52136,45.005318,25.519564,83695.914
20240506101005,2.2786157,1006.45386,44.936996,25.631025,86798.84
20240506102005,2.2786157,1006.3828,44.79628,26.23256,86600.45
20240506103005,2.2786157,1006.3096,44.45078,26.91285,86009.29
20240506104005,2.995137,1006.53644,45.120842,26.80352,98821.03
20240506105005,2.995137,1006.4686,44.91082,26.995304,99768.945
20240506110005,2.9880924,1006.3854,44.896465,27.670382,104614.37
20240506111005,2.9880924,1006.2875,44.980145,27.459538,107295.87
20240506112005,2.9880924,1006.2117,44.879566,27.303017,109635.16
20240506113005,2.9880924,1006.126,44.62949,27.831486,111394.0
20240506114005,3.2874942,1006.11115,44.702522,28.562117,109660.25
20240506115005,3.2874942,1006.0588,44.499737,28.806023,113863.05
20240506120005,3.297111,1006.0337,44.942528,27.752987,112849.02
20240506121005,3.297111,1005.9344,44.95068,28.228971,113155.445
20240506122005,3.297111,1005.8554,44.725876,28.596182,111297.484
20240506123005,3.297111,1005.7805,44.212772,30.19274,89343.555
20240506124005,3.3589818,1005.69836,43.244564,29.861246,98288.01
20240506125005,3.3589818,1005.63947,43.0452,30.41016,91646.26
20240506130005,3.304053,1005.5745,43.131016,30.187061,98174.41
20240506131005,3.304053,1005.48047,42.774612,31.577385,98383.34
20240506132005,3.304053,1005.39355,42.260685,32.642033,94020.65
20240506133005,3.304053,1005.323,41.78531,34.200146,79437.875
20240506134005,3.1500766,1004.9874,40.27959,35.70227,71145.38
20240506135005,3.1500766,1004.9488,40.075317,36.57203,75641.19
20240506140005,3.0507462,1004.94,39.90831,36.07001,53872.293
20240506141005,3.0507462,1004.87396,39.085808,38.221317,43530.1
20240506142005,3.0507462,1004.8112,38.37373,39.48061,50883.055
20240506143005,3.0507462,1004.77875,37.786457,41.213654,48407.47
20240506144005,2.8736305,1004.6345,37.26313,43.712067,34348.273
20240506145005,2.8736305,1004.6251,36.63451,45.0476,32403.57
20240506150005,2.8493521,1004.62787,36.469574,46.52661,40957.816
20240506151005,2.8493521,1004.62244,35.919952,49.582542,32083.807
20240506152005,2.8493521,1004.58374,35.350365,51.162582,34948.098
20240506153005,2.8493521,1004.585,35.027,52.920437,27635.537
20240506154005,2.6777456,1004.82275,33.2738,57.069973,13003.789
20240506155005,2.6777456,1004.821,32.96349,58.446007,12639.897
20240506160005,2.664971,1004.8658,32.564392,60.838253,12191.155
20240506161005,2.664971,1004.8964,32.23682,61.81538,10793.937
20240506162005,2.664971,1004.913,31.506819,63.140663,8241.411
20240506163005,2.664971,1004.9272,31.178473,64.7737,6995.681
20240506164005,2.5776868,1005.25323,30.76681,68.37521,8442.87
20240506165005,2.5776868,1005.2613,30.446669,69.51963,9304.322
20240516090005,2.2799122,1013.6405,40.898952,20.225502,57224.15
20240516091005,2.2576184,1013.5708,41.08821,19.467165,68252.695
20240516092005,2.2576184,1013.5189,41.211575,19.070433,69127.11
20240516093005,2.2553954,1013.489,41.19407,20.132618,48089.168
20240516094005,3.8262386,1013.1806,35.93599,29.597824,45357.863
20240516095005,3.8262386,1013.1526,35.76666,30.025288,51534.305
20240516100005,3.6688974,1012.9965,36.80225,27.90429,73056.555
20240516101005,3.666011,1012.67725,36.840054,27.69917,70677.3
20240516102005,3.6828659,1012.76324,36.5952,27.964891,71344.96
20240516103005,3.6828659,1012.7857,36.04989,28.785427,49192.5
20240516104005,3.4834836,1012.70746,34.143818,32.230164,49504.684
20240516105005,3.4834836,1012.65466,33.970123,32.406433,52776.766
20240516110005,3.4410605,1012.5881,34.416935,31.921312,52415.77
20240516111005,3.4381742,1012.5107,34.030823,32.647255,40828.113
20240516112005,3.4381742,1012.4632,33.863434,33.269592,42620.0
20240516113005,3.4381742,1012.37177,33.539764,33.967064,56281.15
20240516114005,3.2331538,1012.48334,34.2041,32.51133,53501.02
20240516115005,3.2331538,1012.4284,34.051395,32.64422,66437.44
20240516120005,3.2364473,1012.2631,34.090385,33.15606,46233.72
20240516121005,3.233561,1012.16766,33.80092,33.68821,48713.547
20240516122005,3.233561,1012.0981,33.50671,34.71871,47515.555
20240516123005,3.233561,1012.0119,33.090305,35.839455,45614.695
20240516124005,3.0551941,1011.9313,34.135746,34.20066,44457.94
20240516125005,3.0551941,1011.8808,33.937344,34.77257,47386.207
20240516130005,2.97492,1011.75684,34.198925,33.232002,56777.92
20240516131005,2.9720337,1011.6602,34.056408,33.570286,57610.613
20240516132005,2.9888885,1011.5784,33.61204,34.17368,55356.242
20240516133005,2.9888885,1011.50574,33.21834,35.30492,51799.08
20240516134005,2.7588294,1011.4452,34.766865,30.340702,79070.836
20240516135005,2.7588294,1011.4059,34.586376,30.694107,61387.13
20240516140005,2.6437764,1011.40375,33.892246,33.032177,43820.727
20240516141005,2.6408901,1011.35077,33.59986,33.765926,44701.65
20240516142005,2.6408901,1011.2873,33.213017,34.227028,43636.363
20240516143005,2.6408901,1011.2383,32.890697,35.455982,42683.8
20240516144005,2.3907118,1010.68604,30.720625,38.76412,28360.564
20240516145005,2.3907118,1010.6684,30.48928,39.725292,27402.418
20240516150005,2.354772,1010.66974,30.11078,40.391174,25328.871
20240516151005,2.3478432,1010.62775,29.880579,41.343746,27141.523
20240516152005,2.3478432,1010.60333,29.710398,41.83971,29643.488
20240516153005,2.3478432,1010.5612,29.494331,42.67609,28367.637
20240516154005,2.0258582,1010.3011,29.64927,42.540894,20612.873
20240516155005,2.0258582,1010.3026,29.48011,43.49344,20867.924
20240516160005,1.981836,1010.3233,29.252794,43.206184,21492.357
20240516161005,1.9749066,1010.3272,29.013952,44.126842,16457.867
20240516162005,1.9749066,1010.3493,28.68999,44.615086,15196.904
20240516163005,1.9749066,1010.38586,28.408722,45.544075,14170.439
20240516164005,1.2122576,1010.37354,28.317202,46.300518,11709.283
20240516165005,1.2122576,1010.36755,28.144817,46.856506,11378.763
20240530090005,0.46405837,1004.0752,45.9824,28.198513,48366.85
20240530091005,0.46405837,1004.0395,46.138275,27.898298,44001.254
20240530092005,0.46405837,1004.02014,45.960255,27.99917,44469.297
20240530093005,0.46405837,1004.00104,45.888344,28.173643,44255.098
20240530094005,0.5266455,1004.5051,40.223732,38.820778,36133.637
20240530095005,0.5266455,1004.4627,40.141926,39.174965,34016.51
20240530100005,0.52776814,1004.47736,38.77289,42.988518,30888.18
20240530101005,0.52776814,1004.41766,38.872715,43.782143,37142.277
20240530102005,0.52776814,1004.373,39.057934,42.93103,48513.668
20240530103005,0.52776814,1004.31354,39.545155,40.881245,61530.766
20240530104005,1.1378132,1004.18933,46.864605,26.437439,93699.68
20240530105005,1.1378132,1004.13025,46.749638,26.457888,86051.5
20240530110005,1.1442431,1003.99927,46.411453,27.69219,85085.91
20240530111005,1.1442431,1003.911,46.384632,27.317312,71315.305
20240530112005,1.1442431,1003.83246,46.251686,27.751638,62804.996
20240530113005,1.1442431,1003.7576,46.121395,28.027807,63871.945
20240530114005,0.7674941,1003.6045,45.58839,29.301788,60255.785
20240530115005,0.7674941,1003.53406,45.706093,28.778599,78919.44
20240530120005,0.78077567,1003.39764,45.457977,28.670048,53473.61
20240530121005,0.78077567,1003.28906,44.530155,30.42444,44846.465
20240530122005,0.78077567,1003.18713,43.373405,33.0972,39958.594
20240530123005,0.78077567,1003.10425,43.008244,34.163593,47825.5
20240530124005,1.2867693,1002.6231,46.674007,29.103172,103492.305
20240530125005,1.2867693,1002.5548,46.883766,28.161737,104106.1
20240530130005,1.2935079,1002.42377,47.234035,25.693478,111327.77
20240530131005,1.2935079,1002.3386,46.728752,26.223103,104786.586
20240530132005,1.2935079,1002.2542,46.022305,27.899157,69329.55
20240530133005,1.2935079,1002.1753,45.2615,29.893538,56582.633
20240530134005,1.039186,1002.48755,39.277084,42.82516,29805.285
20240530135005,1.039186,1002.43744,38.968548,44.3875,22283.014
20240530140005,1.0189624,1002.46985,36.753006,50.32989,15833.373
20240530141005,1.0189624,1002.40814,36.230286,52.096634,15190.469
20240530142005,1.0189624,1002.3478,35.63588,53.66416,13824.253
20240530143005,1.0189624,1002.2933,35.297947,54.603928,9956.95
20240530144005,0.59957236,1002.4829,34.8662,55.34637,12355.941
20240530145005,0.59957236,1002.4552,34.65009,56.503098,11156.056
20240530150005,0.59134704,1002.4585,34.330894,57.98301,9569.098
20240530151005,0.59134704,1002.44336,33.98045,59.535378,9195.278
20240530152005,0.59134704,1002.42267,33.598286,61.502285,8074.8794
20240530153005,0.59134704,1002.39923,33.390392,62.72458,7339.3457
20240530154005,0.50644594,1002.69464,31.09416,74.46176,6131.744
20240530155005,0.50644594,1002.696,30.918867,75.67817,5783.6035
20240530160005,0.5039319,1002.7194,29.840775,85.11416,8242.223
20240530161005,0.5039319,1002.72,29.783302,83.11285,8525.679
20240530162005,0.5039319,1002.72766,29.854546,81.933716,8485.316
20240530163005,0.5039319,1002.7447,29.877562,81.79384,7854.8545
20240530164005,0.161833,1002.70483,30.135363,82.417145,5651.7095
20240530165005,0.161833,1002.7046,29.917234,83.10656,5037.3315
20240603090005,0.6163169,1004.7005,24.837631,99.01114,18571.885
20240603091005,0.6163169,1004.68634,24.968695,98.53208,20227.102
20240603092005,0.6163169,1004.68787,25.199995,97.93609,21312.283
20240603093005,0.6163169,1004.70184,25.356054,97.5715,22626.004
20240603094005,0.9777645,1004.73987,25.726627,97.343475,17990.63
20240603095005,0.9777645,1004.71686,25.759853,97.02639,19643.291
20240603100005,0.9794897,1004.71246,26.377462,96.148254,18063.355
20240603101005,0.9794897,1004.67523,26.434772,95.69763,17999.322
20240603102005,0.9794897,1004.654,26.489334,95.363716,19134.85
20240603103005,0.9794897,1004.6203,26.608356,95.04141,20437.705
20240603104005,0.8274466,1004.6885,27.732248,85.53352,26772.332
20240603105005,0.8274466,1004.63947,27.780298,84.96069,28708.205
20240603110005,0.8279553,1004.60254,27.923512,84.53338,21758.393
20240603111005,0.8279553,1004.53424,27.957865,84.24565,21591.236
20240603112005,0.8279553,1004.48334,28.08518,83.83418,19624.486
20240603113005,0.8279553,1004.44354,28.06164,83.743645,20676.662
20240603114005,0.5883059,1004.29065,28.158804,81.22098,23293.564
20240603115005,0.5883059,1004.2457,28.340267,80.925385,24347.04
20240603120005,0.5936811,1004.1365,29.35183,76.36336,30277.902
20240603121005,0.5936811,1004.03876,29.634224,75.98876,31517.77
20240603122005,0.5936811,1003.9808,29.841185,74.76969,34646.4
20240603123005,0.5936811,1003.92694,29.922462,74.800705,31962.66
20240603124005,0.70106995,1003.69653,30.946482,68.48758,28766.176
20240603125005,0.70106995,1003.65735,31.031088,68.22239,29167.352
20240603130005,0.70106995,1003.72095,31.481718,66.10618,29830.918
20240603131005,0.70106995,1003.6308,31.533264,66.07421,30100.535
20240603132005,0.70106995,1003.5808,31.579432,65.88157,28688.568
20240603133005,0.70106995,1003.5409,31.521948,66.13819,27983.326
20240603134005,0.6018372,1003.8868,30.315464,67.30539,20477.941
20240603135005,0.6018372,1003.84656,30.286102,67.22254,20695.389
20240603140005,0.5969403,1003.8995,29.916304,67.53005,20949.486
20240603141005,0.5969403,1003.8348,29.9491,67.42102,21685.96
